Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day_of_Week,Day_Num,Is_Weekend,Month,Day,Day_of_Year,temperature,rainfall,holiday,special_event,expected_attendance,actual_attendance,meals_prepared,meals_consumed,surplus_meals,surplus_percentage,previous_day_consumption
2025-06-25,Lunch,C,Soup,1.79,1.5,2.68,Wednesday,2,0,6,25,176,29.0,60.7,0,0,448,480,507,446,61,12.03,461
2025-06-25,Lunch,D,Meat,3.18,8.0,25.44,Wednesday,2,0,6,25,176,29.0,60.7,0,0,554,545,606,531,75,12.38,459
2025-06-25,Lunch,D,Rice,3.69,2.0,7.38,Wednesday,2,0,6,25,176,29.0,60.7,0,0,556,553,620,540,80,12.9,577
2025-06-25,Lunch,D,Soup,3.7,1.5,5.55,Wednesday,2,0,6,25,176,29.0,60.7,0,0,524,507,561,461,100,17.83,608
2025-06-26,Breakfast,A,Meat,4.67,8.0,37.36,Thursday,3,0,6,26,177,27.7,23.7,0,0,285,274,310,269,41,13.23,245
2025-06-26,Breakfast,A,Rice,0.31,2.0,0.62,Thursday,3,0,6,26,177,27.7,23.7,0,0,269,261,295,245,50,16.95,218
2025-06-26,Breakfast,A,Soup,4.95,1.5,7.43,Thursday,3,0,6,26,177,27.7,23.7,0,0,283,304,308,280,28,9.09,214
2025-06-26,Breakfast,A,Vegetables,2.63,3.0,7.89,Thursday,3,0,6,26,177,27.7,23.7,0,0,299,275,325,250,75,23.08,211
2025-06-26,Breakfast,B,Meat,1.34,8.0,10.72,Thursday,3,0,6,26,177,27.7,23.7,0,0,253,256,285,250,35,12.28,269
2025-06-26,Breakfast,B,Rice,2.76,2.0,5.52,Thursday,3,0,6,26,177,27.7,23.7,0,0,246,261,279,252,27,9.68,245
2025-06-26,Breakfast,B,Soup,1.04,1.5,1.56,Thursday,3,0,6,26,177,27.7,23.7,0,0,249,252,281,227,54,19.22,212
2025-06-26,Breakfast,B,Vegetables,3.79,3.0,11.37,Thursday,3,0,6,26,177,27.7,23.7,0,0,261,256,297,242,55,18.52,209
2025-06-26,Breakfast,C,Meat,3.93,8.0,31.44,Thursday,3,0,6,26,177,27.7,23.7,0,0,195,191,222,185,37,16.67,184
2025-06-26,Breakfast,C,Rice,1.85,2.0,3.7,Thursday,3,0,6,26,177,27.7,23.7,0,0,193,190,220,181,39,17.73,226
2025-06-26,Breakfast,C,Soup,1.73,1.5,2.6,Thursday,3,0,6,26,177,27.7,23.7,0,0,218,217,241,201,40,16.6,227
2025-06-26,Breakfast,C,Vegetables,4.34,3.0,13.02,Thursday,3,0,6,26,177,27.7,23.7,0,0,212,213,238,196,42,17.65,242
2025-06-26,Breakfast,D,Meat,1.9,8.0,15.2,Thursday,3,0,6,26,177,27.7,23.7,0,0,241,255,269,245,24,8.92,185
2025-06-26,Breakfast,D,Rice,0.71,2.0,1.42,Thursday,3,0,6,26,177,27.7,23.7,0,0,239,237,264,226,38,14.39,252
2025-06-26,Breakfast,D,Soup,3.74,1.5,5.61,Thursday,3,0,6,26,177,27.7,23.7,0,0,212,236,237,214,23,9.7,201
2025-06-26,Breakfast,D,Vegetables,4.46,3.0,13.38,Thursday,3,0,6,26,177,27.7,23.7,0,0,224,222,249,211,38,15.26,196
2025-06-26,Dinner,A,Meat,3.05,8.0,24.4,Thursday,3,0,6,26,177,27.7,23.7,0,0,402,396,442,379,63,14.25,366
2025-06-26,Dinner,A,Rice,1.6,2.0,3.2,Thursday,3,0,6,26,177,27.7,23.7,0,0,411,430,448,411,37,8.26,384
2025-06-26,Dinner,A,Soup,3.48,1.5,5.22,Thursday,3,0,6,26,177,27.7,23.7,0,0,453,437,495,396,99,20.0,352
2025-06-26,Dinner,A,Vegetables,2.19,3.0,6.57,Thursday,3,0,6,26,177,27.7,23.7,0,0,424,406,458,375,83,18.12,418
2025-06-26,Dinner,B,Meat,0.31,8.0,2.48,Thursday,3,0,6,26,177,27.7,23.7,0,0,369,380,406,366,40,9.85,299
2025-06-26,Dinner,B,Rice,1.82,2.0,3.64,Thursday,3,0,6,26,177,27.7,23.7,0,0,398,402,442,384,58,13.12,358
2025-06-26,Dinner,B,Soup,1.83,1.5,2.74,Thursday,3,0,6,26,177,27.7,23.7,0,0,368,347,410,321,89,21.71,356
2025-06-26,Dinner,B,Vegetables,4.36,3.0,13.08,Thursday,3,0,6,26,177,27.7,23.7,0,0,392,387,429,363,66,15.38,375
2025-06-26,Dinner,C,Meat,1.45,8.0,11.6,Thursday,3,0,6,26,177,27.7,23.7,0,0,316,312,340,299,41,12.06,345
2025-06-26,Dinner,C,Rice,4.99,2.0,9.98,Thursday,3,0,6,26,177,27.7,23.7,0,0,339,358,386,340,46,11.92,411
2025-06-26,Dinner,C,Vegetables,4.9,3.0,14.7,Thursday,3,0,6,26,177,27.7,23.7,0,0,312,313,348,292,56,16.09,363
2025-06-26,Dinner,D,Meat,3.22,8.0,25.76,Thursday,3,0,6,26,177,27.7,23.7,0,0,355,362,396,345,51,12.88,385
2025-06-26,Dinner,D,Rice,0.47,2.0,0.94,Thursday,3,0,6,26,177,27.7,23.7,0,0,367,371,394,358,36,9.14,355
2025-06-26,Dinner,D,Soup,4.03,1.5,6.04,Thursday,3,0,6,26,177,27.7,23.7,0,0,375,399,411,356,55,13.38,396
2025-06-26,Lunch,A,Meat,1.99,8.0,15.92,Thursday,3,0,6,26,177,27.7,23.7,0,0,655,659,741,644,97,13.09,516
2025-06-26,Lunch,A,Rice,4.48,2.0,8.96,Thursday,3,0,6,26,177,27.7,23.7,0,0,655,682,706,648,58,8.22,528
2025-06-26,Lunch,A,Soup,2.53,1.5,3.8,Thursday,3,0,6,26,177,27.7,23.7,0,0,622,597,690,538,152,22.03,476
2025-06-26,Lunch,A,Vegetables,4.87,3.0,14.61,Thursday,3,0,6,26,177,27.7,23.7,0,0,657,661,717,605,112,15.62,516
2025-06-26,Lunch,B,Meat,4.63,8.0,37.04,Thursday,3,0,6,26,177,27.7,23.7,0,0,551,596,614,577,37,6.03,617
2025-06-26,Lunch,B,Rice,2.54,2.0,5.08,Thursday,3,0,6,26,177,27.7,23.7,0,0,611,657,675,628,47,6.96,534
2025-06-26,Lunch,B,Soup,4.03,1.5,6.04,Thursday,3,0,6,26,177,27.7,23.7,0,0,543,526,597,476,121,20.27,480
2025-06-26,Lunch,B,Vegetables,2.64,3.0,7.92,Thursday,3,0,6,26,177,27.7,23.7,0,0,643,639,700,588,112,16.0,548
2025-06-26,Lunch,C,Meat,0.49,8.0,3.92,Thursday,3,0,6,26,177,27.7,23.7,0,0,527,495,574,476,98,17.07,644
2025-06-26,Lunch,C,Rice,3.66,2.0,7.32,Thursday,3,0,6,26,177,27.7,23.7,0,0,508,541,555,528,27,4.86,698
2025-06-26,Lunch,C,Vegetables,3.05,3.0,9.15,Thursday,3,0,6,26,177,27.7,23.7,0,0,534,559,587,516,71,12.1,588
2025-06-26,Lunch,D,Meat,1.67,8.0,13.36,Thursday,3,0,6,26,177,27.7,23.7,0,0,526,534,583,516,67,11.49,577
2025-06-26,Lunch,D,Rice,2.77,2.0,5.54,Thursday,3,0,6,26,177,27.7,23.7,0,0,533,556,597,534,63,10.55,648
2025-06-26,Lunch,D,Soup,3.34,1.5,5.01,Thursday,3,0,6,26,177,27.7,23.7,0,0,550,522,624,480,144,23.08,446
2025-06-26,Lunch,D,Vegetables,0.49,3.0,1.47,Thursday,3,0,6,26,177,27.7,23.7,0,0,534,573,599,530,69,11.52,605
2025-06-27,Breakfast,A,Rice,3.43,2.0,6.86,Friday,4,0,6,27,178,26.8,0.0,0,0,303,327,334,318,16,4.79,210
2025-06-27,Breakfast,A,Soup,3.08,1.5,4.62,Friday,4,0,6,27,178,26.8,0.0,0,0,310,335,347,303,44,12.68,249
2025-06-27,Breakfast,A,Vegetables,0.8,3.0,2.4,Friday,4,0,6,27,178,26.8,0.0,0,0,303,299,337,276,61,18.1,228
2025-06-27,Breakfast,B,Meat,0.27,8.0,2.16,Friday,4,0,6,27,178,26.8,0.0,0,0,245,235,266,227,39,14.66,223
2025-06-27,Breakfast,B,Rice,3.93,2.0,7.86,Friday,4,0,6,27,178,26.8,0.0,0,0,250,242,269,235,34,12.64,181
2025-06-27,Breakfast,B,Vegetables,0.43,3.0,1.29,Friday,4,0,6,27,178,26.8,0.0,0,0,255,228,281,213,68,24.2,233
2025-06-27,Breakfast,C,Meat,1.98,8.0,15.84,Friday,4,0,6,27,178,26.8,0.0,0,0,239,229,257,223,34,13.23,230
2025-06-27,Breakfast,C,Rice,1.9,2.0,3.8,Friday,4,0,6,27,178,26.8,0.0,0,0,215,217,232,212,20,8.62,235
2025-06-27,Breakfast,C,Vegetables,2.88,3.0,8.64,Friday,4,0,6,27,178,26.8,0.0,0,0,232,242,255,228,27,10.59,213
2025-06-27,Breakfast,D,Meat,4.75,8.0,38.0,Friday,4,0,6,27,178,26.8,0.0,0,0,265,237,286,230,56,19.58,250
2025-06-27,Breakfast,D,Rice,3.43,2.0,6.86,Friday,4,0,6,27,178,26.8,0.0,0,0,219,221,249,210,39,15.66,212
2025-06-27,Breakfast,D,Soup,3.84,1.5,5.76,Friday,4,0,6,27,178,26.8,0.0,0,0,259,270,291,249,42,14.43,280
2025-06-27,Breakfast,D,Vegetables,1.92,3.0,5.76,Friday,4,0,6,27,178,26.8,0.0,0,0,244,252,262,233,29,11.07,250
2025-06-27,Dinner,A,Meat,0.7,8.0,5.6,Friday,4,0,6,27,178,26.8,0.0,0,0,480,505,523,485,38,7.27,362
2025-06-27,Dinner,A,Rice,2.51,2.0,5.02,Friday,4,0,6,27,178,26.8,0.0,0,0,479,509,524,486,38,7.25,359
2025-06-27,Dinner,A,Soup,2.32,1.5,3.48,Friday,4,0,6,27,178,26.8,0.0,0,0,509,538,579,491,88,15.2,318
2025-06-27,Dinner,A,Vegetables,4.28,3.0,12.84,Friday,4,0,6,27,178,26.8,0.0,0,0,430,423,485,395,90,18.56,292
2025-06-27,Dinner,B,Meat,2.28,8.0,18.24,Friday,4,0,6,27,178,26.8,0.0,0,0,432,394,486,383,103,21.19,383
2025-06-27,Dinner,B,Soup,3.44,1.5,5.16,Friday,4,0,6,27,178,26.8,0.0,0,0,440,439,475,400,75,15.79,321
2025-06-27,Dinner,B,Vegetables,0.53,3.0,1.59,Friday,4,0,6,27,178,26.8,0.0,0,0,460,463,498,422,76,15.26,344
2025-06-27,Dinner,C,Meat,1.67,8.0,13.36,Friday,4,0,6,27,178,26.8,0.0,0,0,372,366,401,362,39,9.73,379
2025-06-27,Dinner,C,Rice,4.24,2.0,8.48,Friday,4,0,6,27,178,26.8,0.0,0,0,370,368,407,359,48,11.79,364
2025-06-27,Dinner,C,Soup,0.42,1.5,0.63,Friday,4,0,6,27,178,26.8,0.0,0,0,338,347,373,318,55,14.75,400
2025-06-27,Dinner,C,Vegetables,1.8,3.0,5.4,Friday,4,0,6,27,178,26.8,0.0,0,0,358,376,392,344,48,12.24,395
2025-06-27,Dinner,D,Meat,4.47,8.0,35.76,Friday,4,0,6,27,178,26.8,0.0,0,0,388,396,428,383,45,10.51,485
2025-06-27,Dinner,D,Rice,2.76,2.0,5.52,Friday,4,0,6,27,178,26.8,0.0,0,0,388,372,430,364,66,15.35,340
2025-06-27,Dinner,D,Vegetables,4.27,3.0,12.81,Friday,4,0,6,27,178,26.8,0.0,0,0,434,435,472,398,74,15.68,422
2025-06-27,Lunch,A,Meat,2.69,8.0,21.52,Friday,4,0,6,27,178,26.8,0.0,0,0,769,776,866,752,114,13.16,476
2025-06-27,Lunch,A,Rice,2.91,2.0,5.82,Friday,4,0,6,27,178,26.8,0.0,0,0,743,766,838,727,111,13.25,503
2025-06-27,Lunch,A,Soup,3.28,1.5,4.92,Friday,4,0,6,27,178,26.8,0.0,0,0,666,645,752,581,171,22.74,538
2025-06-27,Lunch,A,Vegetables,2.05,3.0,6.15,Friday,4,0,6,27,178,26.8,0.0,0,0,681,701,767,657,110,14.34,564
2025-06-27,Lunch,B,Meat,0.66,8.0,5.28,Friday,4,0,6,27,178,26.8,0.0,0,0,653,658,704,637,67,9.52,752
2025-06-27,Lunch,B,Rice,1.32,2.0,2.64,Friday,4,0,6,27,178,26.8,0.0,0,0,623,615,699,586,113,16.17,628
2025-06-27,Lunch,B,Vegetables,3.7,3.0,11.1,Friday,4,0,6,27,178,26.8,0.0,0,0,677,694,767,644,123,16.04,414
2025-06-27,Lunch,C,Meat,2.85,8.0,22.8,Friday,4,0,6,27,178,26.8,0.0,0,0,532,566,583,557,26,4.46,637
2025-06-27,Lunch,C,Rice,2.0,2.0,4.0,Friday,4,0,6,27,178,26.8,0.0,0,0,564,551,629,519,110,17.49,586
2025-06-27,Lunch,C,Vegetables,1.38,3.0,4.14,Friday,4,0,6,27,178,26.8,0.0,0,0,480,447,526,414,112,21.29,530
2025-06-27,Lunch,D,Rice,2.29,2.0,4.58,Friday,4,0,6,27,178,26.8,0.0,0,0,518,517,577,503,74,12.82,519
2025-06-27,Lunch,D,Soup,4.59,1.5,6.88,Friday,4,0,6,27,178,26.8,0.0,0,0,603,626,662,557,105,15.86,581
2025-06-27,Lunch,D,Vegetables,1.5,3.0,4.5,Friday,4,0,6,27,178,26.8,0.0,0,0,595,601,647,564,83,12.83,644
2025-06-28,Breakfast,A,Meat,3.22,8.0,25.76,Saturday,5,1,6,28,179,27.9,5.2,0,0,161,149,179,145,34,18.99,227
2025-06-28,Breakfast,A,Rice,4.64,2.0,9.28,Saturday,5,1,6,28,179,27.9,5.2,0,0,148,153,161,147,14,8.7,318
2025-06-28,Breakfast,A,Soup,2.59,1.5,3.88,Saturday,5,1,6,28,179,27.9,5.2,0,0,165,162,187,149,38,20.32,303
2025-06-28,Breakfast,A,Vegetables,3.99,3.0,11.97,Saturday,5,1,6,28,179,27.9,5.2,0,0,169,178,184,166,18,9.78,118
2025-06-28,Breakfast,B,Meat,1.08,8.0,8.64,Saturday,5,1,6,28,179,27.9,5.2,0,0,162,159,178,152,26,14.61,123
2025-06-28,Breakfast,B,Rice,0.69,2.0,1.38,Saturday,5,1,6,28,179,27.9,5.2,0,0,160,162,179,155,24,13.41,130
2025-06-28,Breakfast,B,Soup,3.97,1.5,5.96,Saturday,5,1,6,28,179,27.9,5.2,0,0,141,125,152,114,38,25.0,108
2025-06-28,Breakfast,B,Vegetables,0.78,3.0,2.34,Saturday,5,1,6,28,179,27.9,5.2,0,0,129,127,145,119,26,17.93,166
2025-06-28,Breakfast,C,Meat,2.81,8.0,22.48,Saturday,5,1,6,28,179,27.9,5.2,0,0,120,111,134,106,28,20.9,152
2025-06-28,Breakfast,C,Rice,0.23,2.0,0.46,Saturday,5,1,6,28,179,27.9,5.2,0,0,147,137,160,130,30,18.75,147
2025-06-28,Breakfast,C,Soup,4.04,1.5,6.06,Saturday,5,1,6,28,179,27.9,5.2,0,0,121,119,131,108,23,17.56,114
2025-06-28,Breakfast,C,Vegetables,1.91,3.0,5.73,Saturday,5,1,6,28,179,27.9,5.2,0,0,123,127,137,118,19,13.87,276
2025-06-28,Breakfast,D,Meat,3.1,8.0,24.8,Saturday,5,1,6,28,179,27.9,5.2,0,0,143,127,155,123,32,20.65,145
2025-06-28,Breakfast,D,Rice,2.8,2.0,5.6,Saturday,5,1,6,28,179,27.9,5.2,0,0,129,130,146,123,23,15.75,155
2025-06-28,Breakfast,D,Soup,1.62,1.5,2.43,Saturday,5,1,6,28,179,27.9,5.2,0,0,133,128,149,114,35,23.49,149
2025-06-28,Breakfast,D,Vegetables,0.52,3.0,1.56,Saturday,5,1,6,28,179,27.9,5.2,0,0,143,132,162,125,37,22.84,119
2025-06-28,Dinner,A,Meat,4.56,8.0,36.48,Saturday,5,1,6,28,179,27.9,5.2,0,0,273,275,303,268,35,11.55,205
2025-06-28,Dinner,A,Rice,2.22,2.0,4.44,Saturday,5,1,6,28,179,27.9,5.2,0,0,248,245,269,237,32,11.9,165
2025-06-28,Dinner,A,Soup,0.71,1.5,1.06,Saturday,5,1,6,28,179,27.9,5.2,0,0,241,244,262,223,39,14.89,221
2025-06-28,Dinner,A,Vegetables,0.37,3.0,1.11,Saturday,5,1,6,28,179,27.9,5.2,0,0,255,248,290,227,63,21.72,190
2025-06-28,Dinner,B,Meat,0.91,8.0,7.28,Saturday,5,1,6,28,179,27.9,5.2,0,0,242,265,273,252,21,7.69,268
2025-06-28,Dinner,B,Rice,0.85,2.0,1.7,Saturday,5,1,6,28,179,27.9,5.2,0,0,228,253,246,243,3,1.22,237
2025-06-28,Dinner,B,Soup,3.58,1.5,5.37,Saturday,5,1,6,28,179,27.9,5.2,0,0,250,244,272,221,51,18.75,184
2025-06-28,Dinner,C,Meat,4.71,8.0,37.68,Saturday,5,1,6,28,179,27.9,5.2,0,0,191,200,215,191,24,11.16,383
2025-06-28,Dinner,C,Rice,1.8,2.0,3.6,Saturday,5,1,6,28,179,27.9,5.2,0,0,181,170,196,165,31,15.82,486
2025-06-28,Dinner,C,Soup,4.25,1.5,6.38,Saturday,5,1,6,28,179,27.9,5.2,0,0,196,207,218,184,34,15.6,491
2025-06-28,Dinner,C,Vegetables,4.49,3.0,13.47,Saturday,5,1,6,28,179,27.9,5.2,0,0,207,201,225,190,35,15.56,218
2025-06-28,Dinner,D,Meat,3.21,8.0,25.68,Saturday,5,1,6,28,179,27.9,5.2,0,0,220,215,239,205,34,14.23,191
2025-06-28,Dinner,D,Vegetables,2.8,3.0,8.4,Saturday,5,1,6,28,179,27.9,5.2,0,0,214,233,233,218,15,6.44,398
2025-06-28,Lunch,A,Meat,3.62,8.0,28.96,Saturday,5,1,6,28,179,27.9,5.2,0,0,368,359,400,348,52,13.0,351
2025-06-28,Lunch,A,Rice,5.0,2.0,10.0,Saturday,5,1,6,28,179,27.9,5.2,0,0,384,348,419,337,82,19.57,336
2025-06-28,Lunch,A,Vegetables,2.68,3.0,8.04,Saturday,5,1,6,28,179,27.9,5.2,0,0,419,432,475,407,68,14.32,657
2025-06-28,Lunch,B,Meat,0.46,8.0,3.68,Saturday,5,1,6,28,179,27.9,5.2,0,0,366,357,406,351,55,13.55,290
2025-06-28,Lunch,B,Rice,4.13,2.0,8.26,Saturday,5,1,6,28,179,27.9,5.2,0,0,375,353,422,336,86,20.38,263
2025-06-28,Lunch,B,Soup,3.25,1.5,4.88,Saturday,5,1,6,28,179,27.9,5.2,0,0,366,356,405,318,87,21.48,335
2025-06-28,Lunch,B,Vegetables,4.86,3.0,14.58,Saturday,5,1,6,28,179,27.9,5.2,0,0,389,380,426,350,76,17.84,407
2025-06-28,Lunch,C,Meat,3.43,8.0,27.44,Saturday,5,1,6,28,179,27.9,5.2,0,0,288,294,320,290,30,9.38,292
2025-06-28,Lunch,C,Rice,2.3,2.0,4.6,Saturday,5,1,6,28,179,27.9,5.2,0,0,272,270,297,263,34,11.45,299
2025-06-28,Lunch,C,Soup,4.4,1.5,6.6,Saturday,5,1,6,28,179,27.9,5.2,0,0,313,313,336,280,56,16.67,318
2025-06-28,Lunch,C,Vegetables,1.79,3.0,5.37,Saturday,5,1,6,28,179,27.9,5.2,0,0,262,250,297,237,60,20.2,350
2025-06-28,Lunch,D,Meat,3.23,8.0,25.84,Saturday,5,1,6,28,179,27.9,5.2,0,0,309,306,337,292,45,13.35,557
2025-06-28,Lunch,D,Rice,3.92,2.0,7.84,Saturday,5,1,6,28,179,27.9,5.2,0,0,341,316,379,299,80,21.11,727
2025-06-28,Lunch,D,Soup,4.83,1.5,7.24,Saturday,5,1,6,28,179,27.9,5.2,0,0,349,371,385,335,50,12.99,557
2025-06-28,Lunch,D,Vegetables,0.99,3.0,2.97,Saturday,5,1,6,28,179,27.9,5.2,0,0,308,323,333,306,27,8.11,237
2025-06-29,Breakfast,A,Meat,2.71,8.0,21.68,Sunday,6,1,6,29,180,30.3,0.0,0,0,185,184,205,177,28,13.66,120
2025-06-29,Breakfast,A,Rice,1.58,2.0,3.16,Sunday,6,1,6,29,180,30.3,0.0,0,0,175,163,200,157,43,21.5,123
2025-06-29,Breakfast,A,Soup,0.93,1.5,1.4,Sunday,6,1,6,29,180,30.3,0.0,0,0,170,174,185,160,25,13.51,114
2025-06-29,Breakfast,A,Vegetables,2.56,3.0,7.68,Sunday,6,1,6,29,180,30.3,0.0,0,0,163,160,177,152,25,14.12,115
2025-06-29,Breakfast,B,Meat,0.86,8.0,6.88,Sunday,6,1,6,29,180,30.3,0.0,0,0,152,151,172,148,24,13.95,106
2025-06-29,Breakfast,B,Rice,4.71,2.0,9.42,Sunday,6,1,6,29,180,30.3,0.0,0,0,144,136,160,133,27,16.88,157
2025-06-29,Breakfast,B,Soup,3.63,1.5,5.44,Sunday,6,1,6,29,180,30.3,0.0,0,0,144,144,156,134,22,14.1,120
2025-06-29,Breakfast,C,Meat,4.23,8.0,33.84,Sunday,6,1,6,29,180,30.3,0.0,0,0,123,124,138,120,18,13.04,148
2025-06-29,Breakfast,C,Rice,3.07,2.0,6.14,Sunday,6,1,6,29,180,30.3,0.0,0,0,122,123,133,118,15,11.28,133
2025-06-29,Breakfast,C,Soup,4.14,1.5,6.21,Sunday,6,1,6,29,180,30.3,0.0,0,0,124,134,141,120,21,14.89,120
2025-06-29,Breakfast,C,Vegetables,2.86,3.0,8.58,Sunday,6,1,6,29,180,30.3,0.0,0,0,126,124,143,115,28,19.58,125
2025-06-29,Breakfast,D,Rice,0.24,2.0,0.48,Sunday,6,1,6,29,180,30.3,0.0,0,0,127,135,144,128,16,11.11,118
2025-06-29,Breakfast,D,Soup,2.93,1.5,4.4,Sunday,6,1,6,29,180,30.3,0.0,0,0,144,133,163,120,43,26.38,160
2025-06-29,Dinner,A,Meat,3.07,8.0,24.56,Sunday,6,1,6,29,180,30.3,0.0,0,0,257,250,289,247,42,14.53,252
2025-06-29,Dinner,A,Rice,1.1,2.0,2.2,Sunday,6,1,6,29,180,30.3,0.0,0,0,253,249,285,236,49,17.19,197
2025-06-29,Dinner,A,Soup,3.62,1.5,5.43,Sunday,6,1,6,29,180,30.3,0.0,0,0,260,254,293,228,65,22.18,152
2025-06-29,Dinner,A,Vegetables,1.63,3.0,4.89,Sunday,6,1,6,29,180,30.3,0.0,0,0,249,246,278,228,50,17.99,239
2025-06-29,Dinner,B,Meat,4.32,8.0,34.56,Sunday,6,1,6,29,180,30.3,0.0,0,0,226,221,250,214,36,14.4,228
2025-06-29,Dinner,B,Rice,3.7,2.0,7.4,Sunday,6,1,6,29,180,30.3,0.0,0,0,258,236,290,224,66,22.76,243
2025-06-29,Dinner,B,Soup,0.74,1.5,1.11,Sunday,6,1,6,29,180,30.3,0.0,0,0,238,240,257,222,35,13.62,223
2025-06-29,Dinner,B,Vegetables,4.88,3.0,14.64,Sunday,6,1,6,29,180,30.3,0.0,0,0,248,260,274,239,35,12.77,173
2025-06-29,Dinner,C,Meat,2.85,8.0,22.8,Sunday,6,1,6,29,180,30.3,0.0,0,0,201,223,216,216,0,0.0,247
2025-06-29,Dinner,C,Rice,1.92,2.0,3.84,Sunday,6,1,6,29,180,30.3,0.0,0,0,195,208,221,197,24,10.86,245
2025-06-29,Dinner,C,Soup,2.39,1.5,3.58,Sunday,6,1,6,29,180,30.3,0.0,0,0,167,171,180,152,28,15.56,195
2025-06-29,Dinner,C,Vegetables,1.66,3.0,4.98,Sunday,6,1,6,29,180,30.3,0.0,0,0,190,199,216,182,34,15.74,228
2025-06-29,Dinner,D,Meat,1.31,8.0,10.48,Sunday,6,1,6,29,180,30.3,0.0,0,0,228,238,246,228,18,7.32,216
2025-06-29,Dinner,D,Rice,1.41,2.0,2.82,Sunday,6,1,6,29,180,30.3,0.0,0,0,229,250,254,245,9,3.54,224
2025-06-29,Dinner,D,Soup,1.52,1.5,2.28,Sunday,6,1,6,29,180,30.3,0.0,0,0,214,215,241,195,46,19.09,222
2025-06-29,Dinner,D,Vegetables,0.57,3.0,1.71,Sunday,6,1,6,29,180,30.3,0.0,0,0,188,184,204,173,31,15.2,227
2025-06-29,Lunch,A,Meat,3.86,8.0,30.88,Sunday,6,1,6,29,180,30.3,0.0,0,0,378,362,418,344,74,17.7,348
2025-06-29,Lunch,A,Soup,3.23,1.5,4.84,Sunday,6,1,6,29,180,30.3,0.0,0,0,391,386,445,352,93,20.9,238
2025-06-29,Lunch,A,Vegetables,2.14,3.0,6.42,Sunday,6,1,6,29,180,30.3,0.0,0,0,364,365,409,343,66,16.14,306
2025-06-29,Lunch,B,Meat,3.17,8.0,25.36,Sunday,6,1,6,29,180,30.3,0.0,0,0,363,381,392,370,22,5.61,286
2025-06-29,Lunch,B,Rice,2.54,2.0,5.08,Sunday,6,1,6,29,180,30.3,0.0,0,0,362,374,388,362,26,6.7,284
2025-06-29,Lunch,B,Soup,4.79,1.5,7.18,Sunday,6,1,6,29,180,30.3,0.0,0,0,343,318,368,287,81,22.01,352
2025-06-29,Lunch,B,Vegetables,1.52,3.0,4.56,Sunday,6,1,6,29,180,30.3,0.0,0,0,347,335,384,306,78,20.31,280
2025-06-29,Lunch,C,Meat,4.04,8.0,32.32,Sunday,6,1,6,29,180,30.3,0.0,0,0,311,290,352,286,66,18.75,344
2025-06-29,Lunch,C,Rice,2.47,2.0,4.94,Sunday,6,1,6,29,180,30.3,0.0,0,0,275,250,296,242,54,18.24,337
2025-06-29,Lunch,C,Soup,1.56,1.5,2.34,Sunday,6,1,6,29,180,30.3,0.0,0,0,292,260,321,238,83,25.86,280
2025-06-29,Lunch,C,Vegetables,3.46,3.0,10.38,Sunday,6,1,6,29,180,30.3,0.0,0,0,284,307,314,280,34,10.83,306
2025-06-29,Lunch,D,Meat,0.39,8.0,3.12,Sunday,6,1,6,29,180,30.3,0.0,0,0,299,266,336,262,74,22.02,370
2025-06-29,Lunch,D,Rice,0.46,2.0,0.92,Sunday,6,1,6,29,180,30.3,0.0,0,0,302,295,338,284,54,15.98,242
2025-06-29,Lunch,D,Soup,2.47,1.5,3.7,Sunday,6,1,6,29,180,30.3,0.0,0,0,326,298,370,270,100,27.03,287
2025-06-29,Lunch,D,Vegetables,2.25,3.0,6.75,Sunday,6,1,6,29,180,30.3,0.0,0,0,346,302,391,278,113,28.9,343
2025-06-30,Breakfast,A,Meat,3.12,8.0,24.96,Monday,0,0,6,30,181,29.3,0.0,0,0,317,301,342,292,50,14.62,264
2025-06-30,Breakfast,A,Rice,1.98,2.0,3.96,Monday,0,0,6,30,181,29.3,0.0,0,0,316,329,361,313,48,13.3,278
2025-06-30,Breakfast,A,Soup,4.34,1.5,6.51,Monday,0,0,6,30,181,29.3,0.0,0,0,297,293,334,263,71,21.26,196
2025-06-30,Breakfast,A,Vegetables,1.32,3.0,3.96,Monday,0,0,6,30,181,29.3,0.0,0,0,273,292,299,273,26,8.7,253
2025-06-30,Breakfast,B,Meat,1.7,8.0,13.6,Monday,0,0,6,30,181,29.3,0.0,0,0,273,272,302,264,38,12.58,177
2025-06-30,Breakfast,B,Rice,0.88,2.0,1.76,Monday,0,0,6,30,181,29.3,0.0,0,0,276,289,313,278,35,11.18,128
2025-06-30,Breakfast,B,Soup,1.63,1.5,2.44,Monday,0,0,6,30,181,29.3,0.0,0,0,275,269,300,245,55,18.33,263
2025-06-30,Breakfast,B,Vegetables,2.93,3.0,8.79,Monday,0,0,6,30,181,29.3,0.0,0,0,268,251,288,237,51,17.71,193
2025-06-30,Breakfast,C,Meat,2.54,8.0,20.32,Monday,0,0,6,30,181,29.3,0.0,0,0,209,218,225,208,17,7.56,245
2025-06-30,Breakfast,C,Rice,3.84,2.0,7.68,Monday,0,0,6,30,181,29.3,0.0,0,0,220,213,240,203,37,15.42,211
2025-06-30,Breakfast,C,Soup,2.54,1.5,3.81,Monday,0,0,6,30,181,29.3,0.0,0,0,225,220,254,196,58,22.83,233
